width 25
height 25
layers 4



1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	2	2	2	0	2	2	2	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	2	2	2	0	2	2	2	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	2	2	3	3	3	2	2	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	2	2	3	3	3	2	2	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2	2	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	2	2	2	2	0
0	2	2	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	2	2	2	2	0
0	2	2	3	3	3	0	0	0	2	2	3	3	3	2	2	0	0	0	3	3	3	2	2	0
0	0	0	3	3	3	0	0	0	2	2	3	3	3	2	2	0	0	0	3	3	3	0	0	0
0	2	2	3	3	3	0	0	0	2	2	3	3	3	2	2	0	0	0	3	3	3	2	2	0
0	2	2	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	2	2	2	2	0
0	2	2	2	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	2	2	2	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	2	2	3	3	3	2	2	0	0	0	0	0	0	0	0	0
1	1	1	1	0	0	0	0	0	2	2	3	3	3	2	2	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	2	2	2	0	2	2	2	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	2	2	2	0	2	2	2	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1




-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	18	13	19	-1	18	13	19	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	15	44	14	36	15	45	14	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	15	38	-1	-1	-1	39	14	-1	-1	-1	-1	26	-1	-1	-1	-1
25	25	25	25	35	-1	-1	-1	-1	16	12	-1	-1	-1	12	17	-1	-1	-1	-1	34	25	25	25	25
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	46	37	37	37	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	18	13	13	19	-1	-1	-1	-1	18	19	-1	-1	-1	18	19	-1	-1	-1	-1	18	13	13	19	-1
-1	15	44	36	14	36	45	-1	-1	15	14	36	36	36	15	14	-1	-1	44	36	15	36	45	14	-1
-1	16	12	-1	-1	-1	39	-1	-1	15	38	-1	-1	-1	39	14	-1	-1	38	-1	-1	-1	12	17	-1
-1	-1	38	-1	-1	-1	39	-1	-1	15	38	-1	-1	-1	39	14	-1	-1	38	-1	-1	-1	39	-1	-1
-1	18	13	-1	-1	-1	39	-1	-1	15	38	-1	-1	-1	39	14	-1	-1	38	-1	-1	-1	13	19	-1
-1	15	46	37	14	37	47	-1	-1	15	14	37	37	37	15	14	-1	-1	46	37	15	37	47	14	-1
-1	16	12	12	17	-1	-1	-1	-1	16	17	-1	-1	-1	16	17	-1	-1	-1	-1	16	12	12	17	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	36	36	36	45	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
24	24	24	24	33	-1	-1	-1	-1	18	13	-1	-1	-1	13	19	-1	-1	-1	-1	32	24	24	24	24
-1	-1	-1	-1	27	-1	-1	-1	-1	15	38	-1	-1	-1	39	14	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	15	46	14	37	15	47	14	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	16	12	17	-1	16	12	17	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1




-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	36	-1	-1	-1	-1	-1	44	-1	-1	-1	45	-1	-1	-1	-1	-1	36	-1	-1	-1	-1
-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	38	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	-1	-1
-1	-1	-1	-1	37	-1	-1	-1	-1	-1	46	-1	-1	-1	47	-1	-1	-1	-1	-1	37	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	37	-1	37	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1




-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	36	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	36	-1	-1	-1	-1	-1	44	-1	-1	-1	45	-1	-1	-1	-1	-1	36	-1	-1	-1	-1
