width 25
height 25
layers 5

1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	4	4	0	4	4	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	4	2	2	2	4	0	0	0	0	0	0	1	1	1	1
0	0	0	0	0	0	0	0	0	0	4	2	2	2	4	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	4	4	4	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	4	4	4	0	0
0	0	4	2	2	2	0	0	0	0	4	2	2	2	4	0	0	0	0	2	2	2	4	0	0
0	0	0	2	2	2	0	0	0	0	4	2	2	2	4	0	0	0	0	2	2	2	0	0	0
0	0	4	2	2	2	0	0	0	0	4	2	2	2	4	0	0	0	0	2	2	2	4	0	0
0	0	4	4	4	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	4	4	4	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	4	2	2	2	4	0	0	0	0	0	0	0	0	0	0
1	1	1	1	0	0	0	0	0	0	4	2	2	2	4	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	4	4	0	4	4	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1
1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1



-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	-1	23	22	-1	23	22	-1	-1	-1	-1	-1	26	-1	-1	-1	-1
-1	-1	-1	-1	27	-1	-1	-1	-1	-1	15	-1	-1	-1	14	-1	-1	-1	-1	-1	26	-1	-1	-1	-1
25	25	25	25	31	-1	-1	-1	-1	-1	21	-1	-1	-1	20	-1	-1	-1	-1	-1	30	25	25	25	25
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	23	13	22	-1	-1	-1	-1	-1	22	-1	-1	-1	23	-1	-1	-1	-1	-1	23	13	22	-1	-1
-1	-1	21	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	20	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	23	-1	-1	-1	-1	-1	-1	-1	15	-1	-1	-1	14	-1	-1	-1	-1	-1	-1	-1	22	-1	-1
-1	-1	21	12	20	-1	-1	-1	-1	-1	20	-1	-1	-1	21	-1	-1	-1	-1	-1	21	12	20	-1	-1
